FID,Site_ID,Site_Name,Gov_Level,State,Prot_Lvl,Mgmt_Agen,Mgmt_Plan,Pri_Con_Fo,Cons_Focus,Fish_Rstr,Prot_Focus,Permanence,Constancy,Estab_Yr,Anchor,Vessel,IUCN_MPA,IUCNcat,Category,Marine,URL,WDPA_Cd,ProSeasID,Design,AreaKm,AreaMar,MarPercent,AreaNT,Longitude,Latitude,VxCount,SHAPE_Leng,Shape__Area,Shape__Length
852,OR49,Cascade Head West Marine Protected Area,State,OR,Uniform Multiple Use,Oregon Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,2014, , ,1,IV,IUCN MPA,Marine,https://www.dfw.state.or.us/MRP/docs/marinereserves/Cascade_Head_Sign_handout.pdf,0,OR49,Marine Protected Area,3.34615,3.346145416,100,0,-124.0791667,45.01041667,5,0.108333333,6694784.984,16288.9909
853,OR51,Cape Perpetua North Marine Protected Area,State,OR,Uniform Multiple Use,Oregon Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,2014, , ,1,IV,IUCN MPA,Marine,https://www.dfw.state.or.us/MRP/docs/marinereserves/Cape_Perpetua_handout.pdf,0,OR51,Marine Protected Area,29.3165,29.06493204,99,0,-124.1418295,44.30906402,253,0.265782582,57262217.63,33743.2334
854,OR52,Cape Perpetua Southeast Marine Protected Area,State,OR,Uniform Multiple Use,Oregon Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,2014, , ,1,IV,IUCN MPA,Marine,https://www.dfw.state.or.us/MRP/docs/marinereserves/Cape_Perpetua_handout.pdf,0,OR52,Marine Protected Area,19.4304,19.30838845,99,0,-124.1295767,44.16289368,83,0.309865683,37769625.98,45570.71461
855,OR55,Cape Perpetua Seabird Protection Area,State,OR,Uniform Multiple Use,Oregon Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Restricted,Focal Resource,Permanent,Year-round,2014, , ,1,IV,IUCN MPA,Marine,https://www.dfw.state.or.us/MRP/docs/marinereserves/Cape_Perpetua_handout.pdf,0,OR55,Marine Protected Area,57.5937,57.59366892,100,0,-124.1634223,44.16034514,5,0.359465859,111931366.1,51319.16885
856,WA600,Carkeek Park Marine Preserve,Local,WA,Uniform Multiple Use,City of Seattle,No Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,2005, , ,1,IV,IUCN MPA,Mixed,https://wdfw.wa.gov/fishing/management/mpa/marine-preserves#,0,WA600,Marine Preserve,0.0997241,0.083906891,84,0,-122.380766,47.71145069,41,0.019366654,220127.2578,2705.199833
857,WA601,Discovery Park Marine Preserve,Local,WA,Uniform Multiple Use,City of Seattle,No Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,2005, , ,1,IV,IUCN MPA,Mixed,https://wdfw.wa.gov/fishing/management/mpa/marine-preserves#,0,WA601,Marine Preserve,0.165806,0.150270218,91,0,-122.4283195,47.6579815,29,0.030284114,365268.1719,3760.256161
858,WA602,Emma Schmitz Memorial Marine Preserve,Local,WA,Uniform Multiple Use,City of Seattle,No Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,2005, , ,1,IV,IUCN MPA,Marine,https://wdfw.wa.gov/fishing/mpa/emma_schmitz.html,0,WA602,Marine Preserve,0.0256387,0.025600487,100,0,-122.4077724,47.56375482,14,0.007638715,56276.84375,1010.96763
859,WA603,Lincoln Park Marine Preserve,Local,WA,Uniform Multiple Use,City of Seattle,No Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,2005, , ,1,IV,IUCN MPA,Mixed,https://wdfw.wa.gov/fishing/management/mpa/marine-preserves#,0,WA603,Marine Preserve,0.0411171,0.03347956,81,0,-122.3988722,47.52816224,26,0.018656446,90130.14063,2405.79077
860,WA604,Golden Gardens Park Marine Preserve,Local,WA,Uniform Multiple Use,City of Seattle,No Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,2005, , ,1,IV,IUCN MPA,Mixed,https://wdfw.wa.gov/fishing/management/mpa/marine-preserves#,0,WA604,Marine Preserve,0.0561376,0.048408067,86,0,-122.4045892,47.69636075,22,0.012142607,123844.5859,1617.41989
861,WA605,Richey Viewpoint Marine Preserve,Local,WA,Uniform Multiple Use,City of Seattle,No Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,2005, , ,1,IV,IUCN MPA,Marine,https://www.seattle.gov/parks/find/parks/charles-richey-sr-viewpoint,0,WA605,Marine Preserve,0.0468382,0.046838197,100,0,-122.4171436,47.57347103,13,0.014203124,102847.6016,1748.587379
862,MNM10,Northeast Canyons and Seamounts Marine National Monument,Federal,"NJ, NY",Uniform Multiple Use,"National Oceanic and Atmospheric Administration, National Marine Fisheries Service",Non-MPA Programmatic Fisheries Management Plan,Natural Heritage,Natural Heritage and Sustainable Production,Restrictions Unknown,Focal Resource,Permanent,Year-round,2016, , ,1,IV,IUCN MPA,Marine,https://www.fisheries.noaa.gov/new-england-mid-atlantic/habitat-conservation/northeast-canyons-and-seamounts-marine-national,0,MNM10,Marine National Monument,12713.4,12713.38827,100,0,-67.04583992,39.74866329,89,6.758298724,21514065805,841752.8671
863,NER29,He'eia National Estuarine Research Reserve,Partnership,HI,Uniform Multiple Use,Hawai??i Institute of Marine Biology & National Oceanic and Atmospheric Administration,Non-MPA Programmatic Species Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Restrictions Unknown,Ecosystem,Permanent,Year-round,2016, , ,1,IV,IUCN MPA,Mixed,https://www.nerra.org/project/heeia-national-estuarine-research-reserve/,0,NER29,National Estuarine Research Reserve,5.63009,3.648273954,65,0,-157.8039485,21.43656499,181,0.130853882,6530122.363,15066.83514
864,NWR200,San Juan Islands National Wildlife Refuge,Federal,WA,Zoned w/No Take Areas,U.S. Fish and Wildlife Service,Non-MPA Programmatic Species Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Commercial Fishing Restricted,Ecosystem,Permanent,Year-round,1960,Restricted,Restricted,1,IV,IUCN MPA,Mixed,https://www.fws.gov/refuge/san_juan_islands/,0,NWR200,National Wildlife Refuge,1.84443,0.700334811,38,0,-122.9010192,48.74643026,28156,0.640797208,4216571.664,82810.82748
865,NWR206,Kakahaia National Wildlife Refuge,Federal,HI,Uniform Multiple Use,U.S. Fish and Wildlife Service,Non-MPA Programmatic Species Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Commercial Fishing Prohibited,Ecosystem,Permanent,Year-round,1976, , ,1,IV,IUCN MPA,Interface,https://www.fws.gov/refuge/Kakahaia/,0,NWR206,National Wildlife Refuge,0.180554,0,0,0,-156.9417325,21.06433103,57,0.025664434,208374.8125,2915.867476
866,NWR207,Kilauea Point National Wildlife Refuge,Federal,HI,Uniform Multiple Use,U.S. Fish and Wildlife Service,Non-MPA Programmatic Species Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Restrictions Unknown,Ecosystem,Permanent,Year-round,1985, , ,1,IV,IUCN MPA,Interface,https://www.fws.gov/refuge/kilauea_point/,0,NWR207,National Wildlife Refuge,0.756218,0.096251845,13,0,-159.3947933,22.22263687,610,0.077155708,886719.7266,8895.617902
867,NWR208,Caloosahatchee National Wildlife Refuge,Federal,FL,Uniform Multiple Use,U.S. Fish and Wildlife Service,Non-MPA Programmatic Species Management Plan,Natural Heritage,Natural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1920, , ,1,IV,IUCN MPA,Mixed,https://www.fws.gov/refuge/caloosahatchee/,0,NWR208,National Wildlife Refuge,0.0737921,0.00590127,8,0,-81.80020847,26.69861186,291,0.027657271,92827.28516,3178.818347
868,NWR209,Ottawa National Wildlife Refuge,Federal,OH,Uniform Multiple Use,U.S. Fish and Wildlife Service,Non-MPA Programmatic Species Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1961, , ,1,IV,IUCN MPA,Mixed,https://www.fws.gov/refuge/ottawa/,0,NWR209,National Wildlife Refuge,27.458,1.918455897,7,0,-83.17267275,41.62139743,483,0.864138611,49145056.84,108635.8421
869,NWR211,Petit Manan National Wildlife Refuge,Federal,ME,No Take,U.S. Fish and Wildlife Service,Non-MPA Programmatic Species Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,1974, , ,1,Ia,IUCN MPA,Mixed,https://www.fws.gov/refuge/Maine_Coastal_Islands/about/petitmanan.html,0,NWR211,National Wildlife Refuge,26.1629,4.270915729,16,26.16292381,-68.04229816,44.42275218,9634,1.529705963,51228341.85,201208.0547
870,NWR212,Archie Carr National Wildlife Refuge,Federal,FL,Uniform Multiple Use,U.S. Fish and Wildlife Service,Non-MPA Programmatic Species Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1991, ,Unrestricted,1,IV,IUCN MPA,Mixed,https://www.fws.gov/archiecarr/,0,NWR212,National Wildlife Refuge,1.03218,0.086953255,8,0,-80.49190935,28.00016891,829,0.333602318,1327471.723,38619.61121
871,NWR213,Bayou Savage National Wildlife Refuge,Federal,LA,Uniform Multiple Use,U.S. Fish and Wildlife Service,Non-MPA Programmatic Species Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Commercial Fishing Prohibited,Ecosystem,Permanent,Year-round,1986, , ,1,IV,IUCN MPA,Mixed,https://www.fws.gov/refuge/Bayou_Sauvage/,0,AILA12,National Wildlife Refuge,103.347,6.202797714,6,0,-89.85443421,30.04745078,2878,1.446501082,138485016.1,172574.3444
872,NWR216,Cedar Point National Wildlife Refuge,Federal,OH,Uniform Multiple Use,U.S. Fish and Wildlife Service,Non-MPA Programmatic Species Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,"Recreational Fishing Restricted
",Ecosystem,Permanent,Year-round,1964, , ,1,IV,IUCN MPA,Mixed,https://www.fws.gov/refuge/cedar_point/,0,NWR216,National Wildlife Refuge,10.5685,3.102681451,29,0,-83.3203613,41.68713013,130,0.196898579,18965264.01,24816.05438
873,NWR218,Detroit River International Wildlife Refuge,Federal,"US-MI, CA-ON",Uniform Multiple Use,U.S. Fish and Wildlife Service,Non-MPA Programmatic Species Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Restrictions Unknown,Ecosystem,Permanent,Year-round,2001, , ,1,IV,IUCN MPA,Mixed,https://www.fws.gov/refuge/detroit_river/,0,NWR218,National Wildlife Refuge,20.9079,8.093984735,39,0,-83.28339713,41.76492699,1565,1.247408215,37857398.26,161699.2232
874,NWR219,Egmont Key National Wildlife Refuge,Federal,FL,Uniform Multiple Use,U.S. Fish and Wildlife Service,Non-MPA Programmatic Species Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Restrictions Unknown,Ecosystem,Permanent,Year-round,1974, , ,1,IV,IUCN MPA,Mixed,https://www.fws.gov/egmontkey/,0,NWR219,National Wildlife Refuge,1.3404,0.144461368,11,0,-82.76284406,27.58914092,161,0.058699047,1712976.166,7108.747707
875,NWR220,Elizabeth Alexandra Morton National Wildlife Refuge,Federal,NY,Uniform Multiple Use,U.S. Fish and Wildlife Service,Non-MPA Programmatic Species Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1954, , ,1,IV,IUCN MPA,Mixed,https://www.fws.gov/refuge/elizabeth_a_morton/,0,AINY40,National Wildlife Refuge,0.718214,0.066147659,9,0,-72.37069054,40.99165562,559,0.105106428,1262158.449,14582.78302
876,NWR221,Franklin Island National Wildlife Refuge,Federal,ME,No Take,U.S. Fish and Wildlife Service,Non-MPA Programmatic Species Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,1972, , ,1,Ia,IUCN MPA,Mixed,https://www.fws.gov/refuge/Maine_Coastal_Islands/about/franklinisland.html,0,NWR221,National Wildlife Refuge,0.0449141,0.019670328,44,0.044914104,-69.37411551,43.89185175,198,0.009353784,86507.14844,1275.498565
877,NWR222,Harbor Island National Wildlife Refuge,Federal,MI,Uniform Multiple Use,U.S. Fish and Wildlife Service,Non-MPA Programmatic Species Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Restrictions Unknown,Ecosystem,Permanent,Year-round,1983, , ,1,IV,IUCN MPA,Mixed,https://www.fws.gov/refuge/harbor_island/,0,NWR222,National Wildlife Refuge,2.8776,0.525299729,18,0,-83.75824677,46.04670058,815,0.146875637,5973566.625,20073.91231
878,NWR224,Humboldt Bay National Wildlife Refuge,Federal,CA,Uniform Multiple Use,U.S. Fish and Wildlife Service,Non-MPA Programmatic Species Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1971,Unrestricted,Unrestricted,1,IV,IUCN MPA,Mixed,https://www.fws.gov/refuge/humboldt_bay/,0,NWR224,National Wildlife Refuge,14.1897,3.819166335,27,0,-124.2004546,40.68757649,1287,0.727780241,24745655.99,94300.7466
879,NWR227,McFaddin National Wildlife Refuge,Federal,TX,Uniform Multiple Use,U.S. Fish and Wildlife Service,Non-MPA Programmatic Species Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Restrictions Unknown,Ecosystem,Permanent,Year-round,1980, ,Unrestricted,1,IV,IUCN MPA,Interface,https://www.fws.gov/refuge/McFaddin/,0,NWR227,National Wildlife Refuge,238.662,11.83924185,5,0,-94.18400007,29.66511603,201,1.258520878,317177920.2,146945.8918
880,NWR232,Nantucket National Wildlife Refuge,Federal,MA,Uniform Multiple Use,U.S. Fish and Wildlife Service,Non-MPA Programmatic Species Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Restrictions Unknown,Ecosystem,Permanent,Year-round,1973, , ,1,IV,IUCN MPA,Mixed,https://www.fws.gov/refuge/nantucket/,0,NWR232,National Wildlife Refuge,0.0850921,0.033537607,39,0,-70.04901314,41.39033031,75,0.016264924,151314.4141,1998.592938
881,NWR233,Rappahannock River Valley National Wildlife Refuge,Federal,VA,Uniform Multiple Use,U.S. Fish and Wildlife Service,Non-MPA Programmatic Species Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1996, , ,1,IV,IUCN MPA,Interface,https://www.fws.gov/refuge/rappahannock_river_valley/,0,NWR233,National Wildlife Refuge,35.9694,0.689161354,2,0,-76.84746236,37.93885545,7924,1.354253695,57986402.84,168908.5865
882,NWR234,Salinas River National Wildlife Refuge,Federal,CA,No Take,U.S. Fish and Wildlife Service,Non-MPA Programmatic Species Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,1973, , ,1,Ia,IUCN MPA,Mixed,https://www.fws.gov/refuge/salinas_river/,0,NWR234,National Wildlife Refuge,1.54846,0.658731501,43,1.548456311,-121.7997031,36.73924931,16,0.056718819,2415873.637,7102.007689
883,NWR236,Seal Island National Wildlife Refuge,Federal,ME,No Take,U.S. Fish and Wildlife Service,Non-MPA Programmatic Species Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Restrictions Unknown,Ecosystem,Permanent,Year-round,1974, , ,1,Ia,IUCN MPA,Mixed,https://www.fws.gov/refuge/Maine_Coastal_Islands/about/sealisland.html,0,NWR236,National Wildlife Refuge,0.389497,0.045750126,12,0.38949731,-68.741008,43.88690306,399,0.062277296,750070.4375,7981.265202
884,NWR237,Texas Point National Wildlife Refuge,Federal,TX,Uniform Multiple Use,U.S. Fish and Wildlife Service,Non-MPA Programmatic Species Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1979, , ,1,IV,IUCN MPA,Interface,https://www.fws.gov/refuge/texas_point/,0,NWR237,National Wildlife Refuge,33.6901,0.208458082,1,0,-93.89605192,29.69647334,174,0.321577648,44801171.84,37518.15279
885,NWR238,Thacher Island National Wildlife Refuge,Federal,MA,Uniform Multiple Use,U.S. Fish and Wildlife Service,Non-MPA Programmatic Species Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1972, ,Unrestricted,1,IV,IUCN MPA,Mixed,https://www.fws.gov/refuge/thacher_island/,0,NWR238,National Wildlife Refuge,0.0690038,0.024320879,35,0,-70.57491935,42.63904815,137,0.015530627,127582.8125,1906.603518
886,NWR239,Trustom Pond National Wildlife Refuge,Federal,RI,Uniform Multiple Use,U.S. Fish and Wildlife Service,Non-MPA Programmatic Species Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1974, , ,1,IV,IUCN MPA,Interface,https://www.fws.gov/refuge/trustom_pond/,0,NWR239,National Wildlife Refuge,3.22766,0.000484962,0,0,-71.58276489,41.37618349,419,0.158269721,5737091.543,20182.48187
887,NWR203,Amagansett National Wildlife Refuge,Federal,NY,Zoned w/No Take Areas,U.S. Fish and Wildlife Service,Non-MPA Programmatic Species Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1968,Restricted,Restricted,1,IV,IUCN MPA,Interface,https://www.fws.gov/refuge/amagansett/,0,NWR203,National Wildlife Refuge,0.163033,0,0,0,-72.12779839,40.96915689,18,0.018348182,286236.2617,2296.398936
888,NWR229,Mississippi Sandhill Crane National Wildlife Refuge,Federal,MS,Uniform Multiple Use,U.S. Fish and Wildlife Service,Non-MPA Programmatic Species Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,1975, , ,1,IV,IUCN MPA,Interface,https://www.fws.gov/refuge/Mississippi_Sandhill_Crane/,0,NWR229,National Wildlife Refuge,81.5855,0,0,0,-88.7353056,30.47429193,2070,1.626390178,110152886.9,191387.0764
889,NWR235,Sandy Point National Wildlife Refuge,Federal,US-VI,Uniform Multiple Use,U.S. Fish and Wildlife Service,Non-MPA Programmatic Species Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Restrictions Unknown,Ecosystem,Permanent,Year-round,1984, , ,1,IV,IUCN MPA,Mixed,https://www.fws.gov/refuge/sandy_point/,0,NWR235,National Wildlife Refuge,2.09623,0.391150438,19,0,-64.89324248,17.68622196,127,0.071919032,2322072.52,8186.649548
890,NWR240,Vieques National Wildlife Refuge,Federal,PR,Uniform Multiple Use,U.S. Fish and Wildlife Service,Non-MPA Programmatic Species Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,2001, , ,1,IV,IUCN MPA,Mixed,https://www.fws.gov/refuge/vieques/,0,NWR240,National Wildlife Refuge,70.8197,2.035419206,3,0,-65.40535144,18.12757968,3030,1.035679989,78836358.28,117784.4987
891,NWR241,Culebra National Wildlife Refuge,Federal,PR,Uniform Multiple Use,U.S. Fish and Wildlife Service,Non-MPA Programmatic Species Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Restrictions Unknown,Ecosystem,Permanent,Year-round,1909, , ,1,IV,IUCN MPA,Mixed,https://www.fws.gov/refuge/culebra/,0,NWR241,National Wildlife Refuge,5.85882,0.686824832,12,0,-65.2956768,18.32669134,3379,0.554207247,6536389.967,63288.95758
892,FLNMS17,Dry Tortugas Research Natural Area,Federal,FL,No Take,National Park Service, ,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,0,Prohibited, ,1,Ia,IUCN MPA,Mixed,https://www.nps.gov/drto/learn/nature/dry-tortugas-natural-research-area-rna.htm,0,NPS14a,Research Natural Area,119.968,119.7507961,100,119.9680023,-82.90286077,24.65552782,58,0.547022101,145885083.5,63989.92527
893,HI70,Northwestern Hawaiian Islands Marine Refuge,State,HI,No Take,Hawaii Department of Land and Natural Resources, ,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,0,Unrestricted, ,1,Ia,IUCN MPA,Mixed,http://dlnr.hawaii.gov/dar/fishing/fishing-regulations/regulated-areas/northwestern-hawaiian-islands-marine-refuge/,0,AIHI002,Marine Refuge,2025.33,2016.752825,100,2025.325806,-170.3756337,23.7758838,4449,5.04878612,2499053259,590833.1864
894,FLNMS52,Tortugas North Ecological Reserve,Partnership,FL,No Take,NOAA National Marine Sanctuary Program; Florida Fish and Wildlife Conservation Commission, ,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,1990,Unrestricted, ,1,Ia,IUCN MPA,Marine,https://floridakeys.noaa.gov/,0,AIFL10b,Ecological Reserve,282.524,282.5236676,100,282.5236816,-82.98281359,24.71738621,9,0.783320339,343886422.9,89501.69497
895,FLNMS57,Western Sambo Ecological Reserve,Partnership,FL,No Take,NOAA National Marine Sanctuary Program; Florida Fish and Wildlife Conservation Commission, ,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,1990,Unrestricted, ,1,Ia,IUCN MPA,Mixed,https://floridakeys.noaa.gov/,0,AIFL10c,Ecological Reserve,30.7513,30.12439727,98,30.75127602,-81.70606844,24.52073743,5,0.235857345,37313877.09,28056.85945
896,FLNMS22,Eastern Sambo Research Only Area,Partnership,FL,No Take,NOAA National Marine Sanctuary Program; Florida Fish and Wildlife Conservation Commission, ,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,0,Unrestricted, ,1,Ia,IUCN MPA,Marine,https://floridakeys.noaa.gov/,0,AIFL9g,Research Only Area,0.625291,0.625290977,100,0.62529099,-81.6622598,24.49366248,5,0.03106744,758419.3945,3584.451596
897,FLNMS53,Tortugas South Ecological Reserve,Partnership,FL,No Take,NOAA National Marine Sanctuary Program; Florida Fish and Wildlife Conservation Commission, ,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,1990,Unrestricted, ,1,Ia,IUCN MPA,Marine,https://floridakeys.noaa.gov/zones/ers/tortugas.html,0,AIFL10a,Ecological Reserve,187.219,187.2190622,100,187.2190552,-83.11666666,24.425,5,0.633333339,226835043,75973.4117
898,FLNMS5,Carysfort/South Carysfort Reef Sanctuary Preservation Area,Partnership,FL,No Take,NOAA National Marine Sanctuary Program; Florida Fish and Wildlife Conservation Commission, ,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,1990,Unrestricted, ,1,Ia,IUCN MPA,Marine,https://floridakeys.noaa.gov/zones/spas/carysfort.html,0,AIFL10e,Sanctuary Preservation Area,5.28541,5.285410638,100,5.285410404,-80.21468435,25.2176199,5,0.096861126,6485389.023,11455.36422
899,FLNMS7,Cheeca Rocks Sanctuary Preservation Area,Partnership,FL,No Take,NOAA National Marine Sanctuary Program; Florida Fish and Wildlife Conservation Commission, ,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,0,Unrestricted, ,1,Ia,IUCN MPA,Marine,https://floridakeys.noaa.gov/,0,AIFL10f,Sanctuary Preservation Area,0.184808,0.184807743,100,0.184807748,-80.6159329,24.90419536,5,0.016655363,225620.668,1935.392207
900,FLNMS8,Coffins Patch Sanctuary Preservation Area,Partnership,FL,No Take,NOAA National Marine Sanctuary Program; Florida Fish and Wildlife Conservation Commission, ,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,1990,Unrestricted, ,1,Ia,IUCN MPA,Mixed,https://floridakeys.noaa.gov/zones/spas/coffins.html,0,AIFL10g,Sanctuary Preservation Area,1.00427,1.004265147,100,1.004265189,-80.96664362,24.68506228,5,0.041758934,1221769.766,4827.98967
901,FLNMS10,Conch Reef Sanctuary Preservation Area,Partnership,FL,No Take,NOAA National Marine Sanctuary Program; Florida Fish and Wildlife Conservation Commission, ,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,0,Unrestricted, ,1,Ia,IUCN MPA,Marine,https://floridakeys.noaa.gov/zones/spas/conchreef.html,0,AIFL10h,Sanctuary Preservation Area,0.481653,0.481653202,100,0.481653214,-80.45825842,24.95227097,5,0.028796122,588473.916,3431.437159
902,FLNMS14,Davis Reef Sanctuary Preservation Area,Partnership,FL,No Take,NOAA National Marine Sanctuary Program; Florida Fish and Wildlife Conservation Commission, ,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,1990,Unrestricted, ,1,Ia,IUCN MPA,Mixed,https://floridakeys.noaa.gov/zones/spas/davisreef.html,0,AIFL10i,Sanctuary Preservation Area,0.356507,0.356506829,100,0.356506824,-80.50489916,24.92276915,5,0.022926002,435366.5039,2694.256571
903,FLNMS16,Dry Rocks Sanctuary Preservation Area,Partnership,FL,No Take,NOAA National Marine Sanctuary Program; Florida Fish and Wildlife Conservation Commission, ,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,1990,Unrestricted, ,1,Ia,IUCN MPA,Mixed,https://floridakeys.noaa.gov/zones/spas/kldryrocks.html,0,AIFL10j,Sanctuary Preservation Area,0.205742,0.205741981,100,0.205741987,-80.29809804,25.12361111,5,0.017416536,252067.1699,2029.112756
904,FLNMS20,Eastern Dry Rocks Sanctuary Preservation Area,Partnership,FL,No Take,NOAA National Marine Sanctuary Program; Florida Fish and Wildlife Conservation Commission, ,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,0,Unrestricted, ,1,Ia,IUCN MPA,Mixed,https://floridakeys.noaa.gov/zones/spas/welcome.html,0,AIFL10k,Sanctuary Preservation Area,0.368093,0.368092985,100,0.368092984,-81.84378331,24.46175671,5,0.024230467,446238.0938,2809.627725
905,FLNMS48,The Elbow Sanctuary Preservation Area,Partnership,FL,No Take,NOAA National Marine Sanctuary Program; Florida Fish and Wildlife Conservation Commission, ,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,1990,Unrestricted, ,1,Ia,IUCN MPA,Marine,https://floridakeys.noaa.gov/zones/spas/elbow.html,0,AIFL10l,Sanctuary Preservation Area,1.03475,1.03474876,100,1.034748793,-80.26070544,25.14371477,5,0.041123419,1268138.24,4817.236364
906,FLNMS24,French Reef Sanctuary Preservation Area,Partnership,FL,No Take,NOAA National Marine Sanctuary Program; Florida Fish and Wildlife Conservation Commission, ,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,1990,Unrestricted, ,1,Ia,IUCN MPA,Mixed,https://floridakeys.noaa.gov/zones/spas/frenchreef.html,0,AIFL10m,Sanctuary Preservation Area,0.48444,0.484439628,100,0.484439641,-80.34955555,25.03538889,4,0.030256537,592666.0723,3527.436393
